name,language,numberOfFiles,loc
pa-client-lock-documents,YAML,2,80
pa-client-lock-documents,MSBuild script,2,33
pa-client-lock-documents,Markdown,1,16
pa-client-lock-documents,total,31,449
qa-automation-rest-api-cross-development,Markdown,1,16
qa-automation-rest-api-cross-development,total,1,16
arq-lib-common-silverback,C#,73,2426
arq-lib-common-silverback,Markdown,1,446
arq-lib-common-silverback,MSBuild script,5,81
arq-lib-common-silverback,YAML,4,77
arq-lib-common-silverback,JSON,3,74
arq-lib-common-silverback,total,86,3104
bcc-gp-ms-payments,C#,314,18623
bcc-gp-ms-payments,Smalltalk,1,767
bcc-gp-ms-payments,MSBuild script,11,384
bcc-gp-ms-payments,JSON,5,266
bcc-gp-ms-payments,YAML,9,233
bcc-gp-ms-payments,Markdown,2,41
bcc-gp-ms-payments,Dockerfile,1,11
bcc-gp-ms-payments,INI,1,4
bcc-gp-ms-payments,total,344,20329
cd-qa-integration-authorizer,Markdown,1,16
cd-qa-integration-authorizer,total,1,16
rr-ms-4.1-bacen-ccs,YAML,5,108
rr-ms-4.1-bacen-ccs,Python,1,28
rr-ms-4.1-bacen-ccs,Markdown,1,16
rr-ms-4.1-bacen-ccs,Dockerfile,1,10
rr-ms-4.1-bacen-ccs,total,8,162
tooling,C#,5,128
tooling,YAML,4,53
tooling,Markdown,1,16
tooling,Bourne Shell,1,13
tooling,MSBuild script,1,11
tooling,total,12,221
api-pa-person,Markdown,1,16
api-pa-person,total,1,16
api-NOUSAR-globalplatform-openapi,Markdown,1,16
api-NOUSAR-globalplatform-openapi,total,1,16
devops-test,Markdown,1,16
devops-test,total,1,16
cad-ms-userprofile-notification,C#,113,4235
cad-ms-userprofile-notification,MSBuild script,12,326
cad-ms-userprofile-notification,YAML,9,260
cad-ms-userprofile-notification,JSON,4,117
cad-ms-userprofile-notification,Markdown,2,44
cad-ms-userprofile-notification,Dockerfile,1,11
cad-ms-userprofile-notification,total,141,4993
api-ob-veridas,Markdown,1,16
api-ob-veridas,total,1,16
design-token-language,JSON,1112,4073
design-token-language,Swift,48,2788
design-token-language,CSS,1,1650
design-token-language,Sass,1,1648
design-token-language,TypeScript,17,1092
design-token-language,JavaScript,1,1069
design-token-language,Kotlin,35,827
design-token-language,Bourne Shell,7,76
design-token-language,Groovy,1,70
design-token-language,YAML,2,55
design-token-language,Markdown,1,52
design-token-language,Prolog,1,18
design-token-language,XML,1,2
design-token-language,total,1228,13420
do-k8s-agent-vsts,YAML,10,261
do-k8s-agent-vsts,Python,2,176
do-k8s-agent-vsts,Bourne Shell,2,67
do-k8s-agent-vsts,Dockerfile,1,31
do-k8s-agent-vsts,total,15,535
arq-internal-gateway,JSON,3,438
arq-internal-gateway,YAML,8,232
arq-internal-gateway,C#,7,218
arq-internal-gateway,MSBuild script,2,23
arq-internal-gateway,Dockerfile,1,12
arq-internal-gateway,total,21,923
sd-flutter-products,Markdown,1,16
sd-flutter-products,YAML,1,11
sd-flutter-products,total,2,27
trn-android-main,Kotlin,297,17808
trn-android-main,XML,212,17333
trn-android-main,Groovy,5,229
trn-android-main,JSON,1,156
trn-android-main,Bourne Shell,1,129
trn-android-main,DOS Batch,1,59
trn-android-main,YAML,1,55
trn-android-main,Prolog,1,18
trn-android-main,total,519,35787
api-cd-configuration-management,Markdown,1,16
api-cd-configuration-management,total,1,16
bcc-ms-legalperson,C#,87,3551
bcc-ms-legalperson,Smalltalk,3,1375
bcc-ms-legalperson,Protocol Buffers,8,295
bcc-ms-legalperson,YAML,7,237
bcc-ms-legalperson,MSBuild script,9,234
bcc-ms-legalperson,JSON,4,128
bcc-ms-legalperson,Dockerfile,1,20
bcc-ms-legalperson,Markdown,1,16
bcc-ms-legalperson,total,120,5856
pocs-mongo-cosmosdb,C#,4,130
pocs-mongo-cosmosdb,JSON,3,47
pocs-mongo-cosmosdb,MSBuild script,1,9
pocs-mongo-cosmosdb,total,8,186
trn-client-channels-api-conventions,YAML,2,85
trn-client-channels-api-conventions,C#,1,41
trn-client-channels-api-conventions,XML,1,38
trn-client-channels-api-conventions,MSBuild script,1,20
trn-client-channels-api-conventions,Markdown,1,16
trn-client-channels-api-conventions,total,6,200
pix-cabine-api,Markdown,1,16
pix-cabine-api,total,1,16
do-helm-camunda,YAML,9,271
do-helm-camunda,Markdown,1,15
do-helm-camunda,Dockerfile,1,2
do-helm-camunda,total,11,288
bcc-ms-onboarding-legalperson,C#,108,5134
bcc-ms-onboarding-legalperson,Protocol Buffers,10,367
bcc-ms-onboarding-legalperson,YAML,7,237
bcc-ms-onboarding-legalperson,MSBuild script,6,182
bcc-ms-onboarding-legalperson,XML,1,161
bcc-ms-onboarding-legalperson,JSON,2,39
bcc-ms-onboarding-legalperson,Dockerfile,1,20
bcc-ms-onboarding-legalperson,Markdown,1,16
bcc-ms-onboarding-legalperson,total,136,6156
bcc-events-ms-legalperson,C#,5,89
bcc-events-ms-legalperson,YAML,2,61
bcc-events-ms-legalperson,Markdown,1,16
bcc-events-ms-legalperson,MSBuild script,1,15
bcc-events-ms-legalperson,total,9,181
cad-event-definition,Markdown,1,16
cad-event-definition,total,1,16
api-pa-charge-and-benefit,Markdown,1,16
api-pa-charge-and-benefit,total,1,16
pa-client-ms-calculation-log,C#,4,81
pa-client-ms-calculation-log,YAML,2,80
pa-client-ms-calculation-log,Markdown,1,16
pa-client-ms-calculation-log,MSBuild script,1,16
pa-client-ms-calculation-log,total,8,193
do-vm-agent-vsts,YAML,7,271
do-vm-agent-vsts,Bourne Shell,3,127
do-vm-agent-vsts,Markdown,1,16
do-vm-agent-vsts,total,11,414
cd-db-posting,Markdown,1,16
cd-db-posting,total,1,16
ob-lib-workflows,YAML,1,53
ob-lib-workflows,Markdown,1,11
ob-lib-workflows,total,2,64
do-service-example,C#,12,282
do-service-example,YAML,7,193
do-service-example,MSBuild script,7,154
do-service-example,JSON,2,23
do-service-example,Dockerfile,1,16
do-service-example,total,29,668
trn-svc-config-pts-br,XML,19,5034
trn-svc-config-pts-br,SQL,19,713
trn-svc-config-pts-br,Maven,5,342
trn-svc-config-pts-br,Bourne Shell,2,217
trn-svc-config-pts-br,DOS Batch,2,148
trn-svc-config-pts-br,Java,2,80
trn-svc-config-pts-br,YAML,1,39
trn-svc-config-pts-br,Markdown,1,16
trn-svc-config-pts-br,total,51,6589
cd-tye,YAML,1,47
cd-tye,Markdown,1,5
cd-tye,total,2,52
qa-trn-integrated-tests,Markdown,1,16
qa-trn-integrated-tests,total,1,16
ssd.puppet.bi_data_gateway,Puppet,1,15
ssd.puppet.bi_data_gateway,total,1,15
test-us-tag,Markdown,1,16
test-us-tag,total,1,16
cd-events-dictionary,Markdown,1,16
cd-events-dictionary,total,1,16
ob-ms-balance-integration-collector,C#,32,835
ob-ms-balance-integration-collector,JSON,4,502
ob-ms-balance-integration-collector,YAML,9,262
ob-ms-balance-integration-collector,MSBuild script,7,155
ob-ms-balance-integration-collector,Markdown,1,16
ob-ms-balance-integration-collector,Dockerfile,1,11
ob-ms-balance-integration-collector,total,54,1781
trn-svc-config-pts-mx,XML,7,2998
trn-svc-config-pts-mx,Maven,5,272
trn-svc-config-pts-mx,Bourne Shell,2,217
trn-svc-config-pts-mx,DOS Batch,2,148
trn-svc-config-pts-mx,Java,2,80
trn-svc-config-pts-mx,SQL,5,46
trn-svc-config-pts-mx,YAML,1,39
trn-svc-config-pts-mx,Markdown,1,16
trn-svc-config-pts-mx,total,25,3816
cd-docs,JSON,2,3650
cd-docs,Markdown,24,913
cd-docs,YAML,8,237
cd-docs,HTML,1,32
cd-docs,JavaScript,1,6
cd-docs,total,36,4838
pa-client-operations,C#,29,671
pa-client-operations,YAML,2,49
pa-client-operations,MSBuild script,2,35
pa-client-operations,Markdown,1,16
pa-client-operations,total,34,771
trn-svc-cards,XML,12,3443
trn-svc-cards,Maven,5,272
trn-svc-cards,Bourne Shell,2,217
trn-svc-cards,DOS Batch,2,148
trn-svc-cards,Java,2,80
trn-svc-cards,YAML,1,53
trn-svc-cards,Markdown,1,16
trn-svc-cards,SQL,2,7
trn-svc-cards,total,27,4236
api-shared-flows,Markdown,1,16
api-shared-flows,total,1,16
ob-ms-prospect.renato.ulrich,Smalltalk,31,16328
ob-ms-prospect.renato.ulrich,C#,256,12448
ob-ms-prospect.renato.ulrich,JSON,9,1524
ob-ms-prospect.renato.ulrich,YAML,9,314
ob-ms-prospect.renato.ulrich,MSBuild script,6,203
ob-ms-prospect.renato.ulrich,Dockerfile,2,31
ob-ms-prospect.renato.ulrich,XML,1,30
ob-ms-prospect.renato.ulrich,Markdown,1,20
ob-ms-prospect.renato.ulrich,total,315,30898
qa-web-regresion-tests,Java,42,2643
qa-web-regresion-tests,Cucumber,10,988
qa-web-regresion-tests,XML,8,224
qa-web-regresion-tests,Maven,1,100
qa-web-regresion-tests,Markdown,1,27
qa-web-regresion-tests,JSON,1,1
qa-web-regresion-tests,total,63,3983
qa-tb-peru-integrated-tests,C#,6,246
qa-tb-peru-integrated-tests,Markdown,1,16
qa-tb-peru-integrated-tests,MSBuild script,1,15
qa-tb-peru-integrated-tests,total,8,277
campaigns,YAML,90,2888
campaigns,Markdown,1,10
campaigns,total,91,2898
ob-ms-keynua,C#,60,2143
ob-ms-keynua,YAML,9,322
ob-ms-keynua,MSBuild script,7,145
ob-ms-keynua,JSON,5,86
ob-ms-keynua,Markdown,2,42
ob-ms-keynua,Dockerfile,1,10
ob-ms-keynua,total,84,2748
arq-lib-web-api,C#,12,363
arq-lib-web-api,YAML,2,49
arq-lib-web-api,MSBuild script,1,18
arq-lib-web-api,Markdown,1,2
arq-lib-web-api,total,16,432
cad-client-ms-otp-notification,C#,9,278
cad-client-ms-otp-notification,XML,1,179
cad-client-ms-otp-notification,Smalltalk,1,80
cad-client-ms-otp-notification,YAML,2,55
cad-client-ms-otp-notification,MSBuild script,2,39
cad-client-ms-otp-notification,Markdown,1,16
cad-client-ms-otp-notification,total,16,647
ob-ms-ob-bff,C#,404,15531
ob-ms-ob-bff,JSON,4,508
ob-ms-ob-bff,YAML,9,283
ob-ms-ob-bff,MSBuild script,7,194
ob-ms-ob-bff,Markdown,1,16
ob-ms-ob-bff,Dockerfile,1,11
ob-ms-ob-bff,total,426,16543
do-repository-creator,YAML,9,151
do-repository-creator,Python,6,135
do-repository-creator,Markdown,1,37
do-repository-creator,total,16,323
pa-jobs,YAML,10,331
pa-jobs,C#,9,274
pa-jobs,JSON,5,93
pa-jobs,MSBuild script,3,40
pa-jobs,Markdown,1,16
pa-jobs,Dockerfile,1,9
pa-jobs,total,29,763
qa-cards-embossing-integrated-tests,C#,9,702
qa-cards-embossing-integrated-tests,MSBuild script,1,18
qa-cards-embossing-integrated-tests,Markdown,1,16
qa-cards-embossing-integrated-tests,total,11,736
qa-test-web-trn,Markdown,1,16
qa-test-web-trn,total,1,16
api-pa-product,Markdown,1,16
api-pa-product,total,1,16
do-tf-azure-business-intelligence,YAML,1,91
do-tf-azure-business-intelligence,Markdown,1,16
do-tf-azure-business-intelligence,total,2,107
ob-web-utils,TypeScript,242,19053
ob-web-utils,JavaScript,158,7222
ob-web-utils,Sass,59,3225
ob-web-utils,JSON,17,2072
ob-web-utils,JSX,27,2063
ob-web-utils,YAML,1,87
ob-web-utils,Markdown,1,40
ob-web-utils,HTML,1,17
ob-web-utils,total,506,33779
bcc-backend,C#,347,17662
bcc-backend,SQL,2,1370
bcc-backend,MSBuild script,37,652
bcc-backend,Smalltalk,1,383
bcc-backend,JSON,10,173
bcc-backend,Protocol Buffers,7,172
bcc-backend,Razor,2,34
bcc-backend,Dockerfile,2,33
bcc-backend,Markdown,2,32
bcc-backend,YAML,1,27
bcc-backend,HTML,2,26
bcc-backend,CSS,1,24
bcc-backend,total,414,20588
svc-mfe-payment,TypeScript,57,3296
svc-mfe-payment,JSON,11,946
svc-mfe-payment,YAML,11,341
svc-mfe-payment,JavaScript,10,237
svc-mfe-payment,Sass,4,189
svc-mfe-payment,Dockerfile,1,7
svc-mfe-payment,Markdown,1,1
svc-mfe-payment,total,95,5017
do-ansible-opendj,YAML,26,652
do-ansible-opendj,Python,5,198
do-ansible-opendj,Markdown,3,77
do-ansible-opendj,Bourne Shell,3,64
do-ansible-opendj,total,37,991
framework-testing,C#,21,600
framework-testing,YAML,2,55
framework-testing,MSBuild script,3,51
framework-testing,Markdown,1,38
framework-testing,total,27,744
cd-lib-configuration,C#,21,534
cd-lib-configuration,YAML,2,83
cd-lib-configuration,MSBuild script,4,74
cd-lib-configuration,Markdown,1,16
cd-lib-configuration,JSON,1,5
cd-lib-configuration,total,29,712
do-poc-docker,YAML,2,46
do-poc-docker,Markdown,1,18
do-poc-docker,Dockerfile,1,15
do-poc-docker,Bourne Shell,1,3
do-poc-docker,total,5,82
bcc-gp-web-main,JSON,9,22649
bcc-gp-web-main,JSX,91,12960
bcc-gp-web-main,JavaScript,105,9188
bcc-gp-web-main,CSS,29,7715
bcc-gp-web-main,Sass,16,1871
bcc-gp-web-main,YAML,11,327
bcc-gp-web-main,TypeScript,7,193
bcc-gp-web-main,HTML,1,24
bcc-gp-web-main,Markdown,1,16
bcc-gp-web-main,Dockerfile,1,7
bcc-gp-web-main,total,271,54950
cd-lib-cards-core,C#,41,1695
cd-lib-cards-core,Smalltalk,2,78
cd-lib-cards-core,MSBuild script,5,73
cd-lib-cards-core,YAML,2,51
cd-lib-cards-core,Markdown,1,16
cd-lib-cards-core,total,51,1913
ob-lib-onboarding-events,C#,138,2433
ob-lib-onboarding-events,YAML,2,55
ob-lib-onboarding-events,MSBuild script,1,27
ob-lib-onboarding-events,Markdown,1,16
ob-lib-onboarding-events,total,142,2531
bcc-utils-dotnet-keyvault,C#,2,124
bcc-utils-dotnet-keyvault,YAML,2,55
bcc-utils-dotnet-keyvault,MSBuild script,1,20
bcc-utils-dotnet-keyvault,Markdown,1,16
bcc-utils-dotnet-keyvault,total,6,215
cd-ms-posting-chargeback,C#,67,2002
cd-ms-posting-chargeback,YAML,9,288
cd-ms-posting-chargeback,JSON,4,165
cd-ms-posting-chargeback,MSBuild script,4,66
cd-ms-posting-chargeback,Markdown,1,16
cd-ms-posting-chargeback,Dockerfile,1,9
cd-ms-posting-chargeback,Smalltalk,1,1
cd-ms-posting-chargeback,total,87,2547
bcc-gp-ms-filesmanager,C#,228,14569
bcc-gp-ms-filesmanager,JSON,8,527
bcc-gp-ms-filesmanager,MSBuild script,11,337
bcc-gp-ms-filesmanager,Smalltalk,1,259
bcc-gp-ms-filesmanager,YAML,9,236
bcc-gp-ms-filesmanager,Markdown,2,35
bcc-gp-ms-filesmanager,Dockerfile,1,11
bcc-gp-ms-filesmanager,total,260,15974
ob-ms-FavoriteOtherBanks-Integration-collector,C#,36,1001
ob-ms-FavoriteOtherBanks-Integration-collector,JSON,3,471
ob-ms-FavoriteOtherBanks-Integration-collector,MSBuild script,5,64
ob-ms-FavoriteOtherBanks-Integration-collector,Markdown,1,16
ob-ms-FavoriteOtherBanks-Integration-collector,total,45,1552
cad-ms-otp-notification,C#,47,2578
cad-ms-otp-notification,YAML,8,278
cad-ms-otp-notification,MSBuild script,8,229
cad-ms-otp-notification,JSON,4,98
cad-ms-otp-notification,Markdown,2,54
cad-ms-otp-notification,Dockerfile,1,11
cad-ms-otp-notification,total,70,3248
saas-ms-payment,Markdown,1,16
saas-ms-payment,total,1,16
config-repo-production,YAML,110,7118
config-repo-production,total,110,7118
ob-ms-validate-internal-list,C#,88,2979
ob-ms-validate-internal-list,JSON,3,358
ob-ms-validate-internal-list,YAML,9,282
ob-ms-validate-internal-list,MSBuild script,6,100
ob-ms-validate-internal-list,Markdown,2,42
ob-ms-validate-internal-list,Dockerfile,1,13
ob-ms-validate-internal-list,total,109,3774
api-cd-embossment,Markdown,1,16
api-cd-embossment,total,1,16
cd-ms-jpos-tecban,Java,10,434
cd-ms-jpos-tecban,XML,10,327
cd-ms-jpos-tecban,YAML,9,282
cd-ms-jpos-tecban,Maven,1,185
cd-ms-jpos-tecban,Markdown,1,27
cd-ms-jpos-tecban,total,31,1255
trn-android-authentication,JSON,1,17826
trn-android-authentication,XML,40,2059
trn-android-authentication,Kotlin,22,1883
trn-android-authentication,Groovy,4,148
trn-android-authentication,Bourne Shell,1,129
trn-android-authentication,DOS Batch,1,59
trn-android-authentication,YAML,1,52
trn-android-authentication,Prolog,1,18
trn-android-authentication,Markdown,1,16
trn-android-authentication,total,72,22190
cad-ms-voice-notification,C#,45,1709
cad-ms-voice-notification,YAML,9,270
cad-ms-voice-notification,MSBuild script,11,249
cad-ms-voice-notification,JSON,4,113
cad-ms-voice-notification,Markdown,2,44
cad-ms-voice-notification,Dockerfile,1,22
cad-ms-voice-notification,total,72,2407
bcc-grpc-clients-template,Markdown,1,16
bcc-grpc-clients-template,total,1,16
do-tf-module-elasticsearch,Markdown,1,16
do-tf-module-elasticsearch,total,1,16
cd-iso-hex2xml,XML,1,454
cd-iso-hex2xml,Maven,1,126
cd-iso-hex2xml,Java,2,74
cd-iso-hex2xml,DTD,1,23
cd-iso-hex2xml,Markdown,1,21
cd-iso-hex2xml,total,6,698
ssd.puppet.hieradata,YAML,1,9
ssd.puppet.hieradata,total,1,9
pix-chave-reivindicacao-pendentes-worker,Markdown,1,16
pix-chave-reivindicacao-pendentes-worker,total,1,16
trn-lib-deserialize-header,YAML,2,80
trn-lib-deserialize-header,C#,4,66
trn-lib-deserialize-header,Markdown,1,41
trn-lib-deserialize-header,MSBuild script,1,14
trn-lib-deserialize-header,total,8,201
pa-ms-operation,C#,215,9985
pa-ms-operation,JSON,13,513
pa-ms-operation,YAML,10,291
pa-ms-operation,MSBuild script,7,199
pa-ms-operation,Markdown,1,20
pa-ms-operation,DOS Batch,5,13
pa-ms-operation,Dockerfile,1,11
pa-ms-operation,PowerShell,1,3
pa-ms-operation,total,253,11035
do-docker-node,Markdown,1,16
do-docker-node,total,1,16
arq-lib-common-remoteconfig,JavaScript,13,16570
arq-lib-common-remoteconfig,CSS,7,12666
arq-lib-common-remoteconfig,C#,7,176
arq-lib-common-remoteconfig,Razor,7,96
arq-lib-common-remoteconfig,JSON,6,89
arq-lib-common-remoteconfig,YAML,3,60
arq-lib-common-remoteconfig,MSBuild script,3,30
arq-lib-common-remoteconfig,Markdown,1,18
arq-lib-common-remoteconfig,total,47,29705
arq-partners-gateway,C#,7,244
arq-partners-gateway,YAML,8,234
arq-partners-gateway,JSON,3,134
arq-partners-gateway,MSBuild script,2,23
arq-partners-gateway,Dockerfile,1,12
arq-partners-gateway,total,21,647
bcc-ms-associates,C#,173,7472
bcc-ms-associates,Smalltalk,3,1454
bcc-ms-associates,YAML,7,265
bcc-ms-associates,MSBuild script,6,221
bcc-ms-associates,JSON,5,142
bcc-ms-associates,XML,1,100
bcc-ms-associates,Protocol Buffers,5,63
bcc-ms-associates,Markdown,2,48
bcc-ms-associates,Dockerfile,1,10
bcc-ms-associates,total,203,9775
dev-pipeline-poc,Markdown,1,16
dev-pipeline-poc,total,1,16
pipelines-templates,YAML,32,1091
pipelines-templates,Markdown,3,192
pipelines-templates,total,35,1283
pa-client-ms-extract,C#,16,243
pa-client-ms-extract,YAML,2,50
pa-client-ms-extract,Markdown,1,16
pa-client-ms-extract,MSBuild script,1,11
pa-client-ms-extract,total,20,320
bcc-gp-ms-associates,C#,224,11958
bcc-gp-ms-associates,Smalltalk,1,503
bcc-gp-ms-associates,JSON,6,457
bcc-gp-ms-associates,MSBuild script,11,393
bcc-gp-ms-associates,YAML,9,233
bcc-gp-ms-associates,Markdown,2,35
bcc-gp-ms-associates,Dockerfile,1,11
bcc-gp-ms-associates,total,254,13590
ob-ms-cards-integration-collector,Markdown,1,16
ob-ms-cards-integration-collector,total,1,16
pa-client-ms-organizational-structure,C#,31,712
pa-client-ms-organizational-structure,YAML,2,68
pa-client-ms-organizational-structure,MSBuild script,2,37
pa-client-ms-organizational-structure,Markdown,1,17
pa-client-ms-organizational-structure,total,36,834
pa-events-charges-and-benefits,C#,56,878
pa-events-charges-and-benefits,YAML,2,71
pa-events-charges-and-benefits,MSBuild script,1,14
pa-events-charges-and-benefits,Markdown,1,1
pa-events-charges-and-benefits,total,60,964
crm-qa,YAML,76,5472
crm-qa,Markdown,1,19
crm-qa,total,77,5491
pix-qrc-token-api,Markdown,1,16
pix-qrc-token-api,total,1,16
cd-qa-integration-configuration-management,JSON,3,1218
cd-qa-integration-configuration-management,Markdown,1,16
cd-qa-integration-configuration-management,total,4,1234
qa-interopTransfer-integrated-tests,Markdown,1,16
qa-interopTransfer-integrated-tests,total,1,16
qa-pampas-person-integrated-tests,C#,8,1042
qa-pampas-person-integrated-tests,MSBuild script,1,31
qa-pampas-person-integrated-tests,Markdown,1,16
qa-pampas-person-integrated-tests,JSON,1,15
qa-pampas-person-integrated-tests,total,11,1104
api-trn-plan,Markdown,1,16
api-trn-plan,total,1,16
api-NOUSAR-openapi-product,Markdown,1,16
api-NOUSAR-openapi-product,total,1,16
crd-ms-loan-sim,C#,191,8183
crd-ms-loan-sim,YAML,12,352
crd-ms-loan-sim,JSON,9,348
crd-ms-loan-sim,MSBuild script,16,324
crd-ms-loan-sim,liquid,3,215
crd-ms-loan-sim,Smalltalk,1,47
crd-ms-loan-sim,Markdown,2,36
crd-ms-loan-sim,Dockerfile,1,10
crd-ms-loan-sim,total,235,9515
pix-spi-pagador-response-worker,Markdown,1,16
pix-spi-pagador-response-worker,total,1,16
pa-client-ms-charges-and-benefits,C#,97,1123
pa-client-ms-charges-and-benefits,YAML,2,80
pa-client-ms-charges-and-benefits,XML,1,32
pa-client-ms-charges-and-benefits,MSBuild script,1,26
pa-client-ms-charges-and-benefits,Markdown,1,17
pa-client-ms-charges-and-benefits,total,102,1278
cd-ms-presentment-history,C#,112,4309
cd-ms-presentment-history,JSON,9,1619
cd-ms-presentment-history,YAML,9,284
cd-ms-presentment-history,MSBuild script,8,214
cd-ms-presentment-history,Smalltalk,1,94
cd-ms-presentment-history,Markdown,1,16
cd-ms-presentment-history,total,140,6536
pix-bacen-roteador-worker,Markdown,1,16
pix-bacen-roteador-worker,total,1,16
ssd.terraform.apigee,YAML,1,69
ssd.terraform.apigee,total,1,69
do-ansible-vm,YAML,9,130
do-ansible-vm,total,9,130
sd-flutter-plugins,Dart,5,84
sd-flutter-plugins,YAML,1,15
sd-flutter-plugins,Markdown,1,10
sd-flutter-plugins,total,7,109
px-ms-pix-core,C#,149,6447
px-ms-pix-core,YAML,9,243
px-ms-pix-core,JSON,4,215
px-ms-pix-core,MSBuild script,10,210
px-ms-pix-core,Markdown,2,33
px-ms-pix-core,Dockerfile,1,11
px-ms-pix-core,PowerShell,1,11
px-ms-pix-core,total,176,7170
arq-internet-gateway,JSON,3,364
arq-internet-gateway,C#,7,306
arq-internet-gateway,YAML,8,239
arq-internet-gateway,MSBuild script,2,23
arq-internet-gateway,Dockerfile,1,12
arq-internet-gateway,total,21,944
do-ansible-redis,YAML,21,409
do-ansible-redis,Markdown,2,42
do-ansible-redis,Bourne Shell,2,22
do-ansible-redis,total,25,473
saas-ms-customer,C#,10,238
saas-ms-customer,YAML,1,57
saas-ms-customer,MSBuild script,5,50
saas-ms-customer,JSON,5,37
saas-ms-customer,Markdown,1,16
saas-ms-customer,Dockerfile,1,11
saas-ms-customer,total,23,409
devops.wiki,Markdown,26,970
devops.wiki,total,26,970
cad-ms-whatsapp-notification,C#,46,1752
cad-ms-whatsapp-notification,YAML,9,270
cad-ms-whatsapp-notification,MSBuild script,11,256
cad-ms-whatsapp-notification,JSON,4,113
cad-ms-whatsapp-notification,Markdown,2,44
cad-ms-whatsapp-notification,Dockerfile,1,22
cad-ms-whatsapp-notification,total,73,2457
config-repo-development,YAML,123,7400
config-repo-development,Markdown,1,16
config-repo-development,total,124,7416
cd-ms-transaction-history,C#,27,1136
cd-ms-transaction-history,YAML,8,288
cd-ms-transaction-history,MSBuild script,4,54
cd-ms-transaction-history,JSON,3,36
cd-ms-transaction-history,Dockerfile,1,9
cd-ms-transaction-history,Markdown,1,2
cd-ms-transaction-history,Smalltalk,1,1
cd-ms-transaction-history,total,45,1526
qa-automation-rest-api-cards-management,JSON,3,64186
qa-automation-rest-api-cards-management,Markdown,1,16
qa-automation-rest-api-cards-management,total,4,64202
qa-automation-rest-api-quantum,JSON,4,141031
qa-automation-rest-api-quantum,total,4,141031
trn-svc-config-pts-global,YAML,4,9577
trn-svc-config-pts-global,Markdown,2,17
trn-svc-config-pts-global,HTML,1,10
trn-svc-config-pts-global,total,7,9604
ssd.puppet.profiles,Puppet,20,218
ssd.puppet.profiles,total,20,218
arq-cli-web-tool,CSS,3,3411
arq-cli-web-tool,TypeScript,34,720
arq-cli-web-tool,YAML,19,644
arq-cli-web-tool,JSON,18,557
arq-cli-web-tool,JavaScript,16,480
arq-cli-web-tool,Markdown,4,89
arq-cli-web-tool,HTML,1,53
arq-cli-web-tool,Dockerfile,2,14
arq-cli-web-tool,total,97,5968
pa-client-ms-exchange-rates,C#,11,173
pa-client-ms-exchange-rates,YAML,2,53
pa-client-ms-exchange-rates,MSBuild script,2,33
pa-client-ms-exchange-rates,Markdown,1,16
pa-client-ms-exchange-rates,total,16,275
bcc-ms-payments,C#,196,9956
bcc-ms-payments,Smalltalk,1,632
bcc-ms-payments,YAML,7,229
bcc-ms-payments,MSBuild script,6,202
bcc-ms-payments,JSON,4,173
bcc-ms-payments,Protocol Buffers,7,114
bcc-ms-payments,XML,1,97
bcc-ms-payments,Markdown,1,16
bcc-ms-payments,Dockerfile,1,10
bcc-ms-payments,total,224,11429
qa-automation-rest-api-REFACTOR,Markdown,1,16
qa-automation-rest-api-REFACTOR,total,1,16
trn-svc-config-pts-co,XML,9,1246
trn-svc-config-pts-co,Maven,5,272
trn-svc-config-pts-co,Bourne Shell,2,217
trn-svc-config-pts-co,DOS Batch,2,148
trn-svc-config-pts-co,Java,3,81
trn-svc-config-pts-co,YAML,1,39
trn-svc-config-pts-co,SQL,2,27
trn-svc-config-pts-co,Markdown,1,17
trn-svc-config-pts-co,total,25,2047
pa-events-garnishments,C#,8,150
pa-events-garnishments,YAML,2,70
pa-events-garnishments,Markdown,1,16
pa-events-garnishments,MSBuild script,1,14
pa-events-garnishments,total,12,250
ssd.do.pipelines-templates,YAML,24,589
ssd.do.pipelines-templates,Markdown,1,33
ssd.do.pipelines-templates,total,25,622
cad-api-definitions,YAML,7,3483
cad-api-definitions,JSON,1,1192
cad-api-definitions,Markdown,1,16
cad-api-definitions,total,9,4691
trn-svc-billpay,XML,33,1949
trn-svc-billpay,Maven,5,272
trn-svc-billpay,Bourne Shell,2,217
trn-svc-billpay,DOS Batch,2,148
trn-svc-billpay,Java,2,80
trn-svc-billpay,YAML,1,53
trn-svc-billpay,Markdown,2,17
trn-svc-billpay,SQL,1,1
trn-svc-billpay,total,48,2737
config-repo-preproduction,YAML,124,8204
config-repo-preproduction,Markdown,1,6
config-repo-preproduction,total,125,8210
test-acr,JSON,2,371
test-acr,YAML,3,89
test-acr,Markdown,1,22
test-acr,JavaScript,1,10
test-acr,Dockerfile,1,7
test-acr,total,8,499
transmit-directory,Bourne Shell,3,172
transmit-directory,Maven,1,74
transmit-directory,Dockerfile,1,31
transmit-directory,Markdown,1,24
transmit-directory,YAML,1,11
transmit-directory,make,1,1
transmit-directory,total,8,313
pix-bacen-download-worker,Markdown,1,16
pix-bacen-download-worker,total,1,16
api-NOUSAR-router,Markdown,1,16
api-NOUSAR-router,total,1,16
qa-automation-rest-api-mapuches,Markdown,1,16
qa-automation-rest-api-mapuches,total,1,16
arq-lib-superdigital-encryption,C#,29,752
arq-lib-superdigital-encryption,YAML,2,87
arq-lib-superdigital-encryption,MSBuild script,4,63
arq-lib-superdigital-encryption,Markdown,1,53
